Sector,Project Name,Project Name_English,Analysis,Analysis Information Extracted,Type,Type English,URL,Date,File Size,Document_ID,Project_ID,Feasibility Study Type,Recommendation,Description of Recommendation,Feasibility_Study_Complete,EIIR_Estimated,EIIR_Above_Viable,Climate Change Mentioned,LLM Model Used
Informatizacia,SLA zmluva pre Jednotný informačný systém v cestnej doprave (JISCD),SLA contract for the Unified Information System in Road Transport (JISCD),,,štúdia uskutočniteľnosti,feasibility study,https://www.mindop.sk/transparentnost/verejne-pripomienkovanie/studia-jednotny-informacny-system-v-cestnej-doprave,,,2.116,SLK_IT-004,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Informatizacia,Centrálna integračná platforma MZ SR,The central integration platform of the Ministry of Health of the Slovak Republic,,,štúdia uskutočniteľnosti,feasibility study,https://metais.slovensko.sk/ci/Projekt/c61e9d01-6d50-484e-b867-fb981fba1734/documents?pageNumber=1&pageSize=10,,,2.117,SLK_IT-005,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Informatizacia,Modernizácia Platformy pre rozvoj a riešenie prioritných životných situácií,Modernization of the Platform for the development and solution of priority life situations,,,štúdia uskutočniteľnosti,feasibility study,https://metais.slovensko.sk/ci/Projekt/596e488f-379c-44c3-ad15-315e9c474e91/documents?pageNumber=1&pageSize=10,,,2.118,SLK_IT-006,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Informatizacia,Národný integrovaný cestovný lístok (aktualizácia),National integrated travel ticket (update),,,Aktualizovaná štúdia,Updated study,https://metais.slovensko.sk/ci/Projekt/64e98ed5-3e0e-450c-8a46-ea303f3dfc33/documents?pageNumber=1&pageSize=10,,,2.119,SLK_IT-007,,,,,,,,
Informatizacia,Kybernetická bezpečnosť v samospráve do 6 000 obyvateľov,"Cyber ​​security in municipalities with up to 6,000 inhabitants",,,štúdia uskutočniteľnosti,feasibility study,https://metais.slovensko.sk/ci/Projekt/37a7b1e4-5095-4cc0-8b96-d662ee2f9a45/documents?pageNumber=1&pageSize=10,,,2.12,SLK_IT-008,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Informatizacia,Vývoj a konštrukcia superpočítača pre národné superpočítačové centrum - lokalita Technická univerzita Košice,Development and construction of a supercomputer for the national supercomputer center - Technical University Košice location,,,štúdia uskutočniteľnosti,feasibility study,https://tuke.sk/sk/archive/clanky/vyvoj-a-konstrukcia-superpocitaca-pre-narodne-superpocitacove-centrum-po-verejnom-obstaravani,,,2.121,SLK_IT-009,Complex File | Website,,,,,,,
Informatizacia,Digitálna infraštruktúra škôl – časť Národný centrálny uzol (NCU),Digital infrastructure of schools - part of the National Central Hub (NCU),,,Aktualizovaná štúdia,Updated study,https://metais.slovensko.sk/ci/Projekt/389b9e87-383b-4081-bd76-dd0d2eebcc51/documents?pageNumber=1&pageSize=10,,,2.122,SLK_IT-010,,,,,,,,
Informatizacia,Zabezpečenie výpočtovej techniky na lokalitách v rámci celej SR (aktualizácia),Security of computer technology at locations throughout the Slovak Republic (update),,,štúdia uskutočniteľnosti,feasibility study,https://metais.slovensko.sk/ci/Projekt/9bcce1e2-41ea-40f8-9109-0d1ce9905f6f/documents?pageNumber=1&pageSize=10,,,2.123,SLK_IT-011,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Informatizacia,Digitálna infraštruktúra škôl (aktualizácia),Digital infrastructure of schools (update),,,štúdia uskutočniteľnosti,feasibility study,https://metais.slovensko.sk/ci/Projekt/389b9e87-383b-4081-bd76-dd0d2eebcc51/documents?pageNumber=1&pageSize=10,,,2.124,SLK_IT-012,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Informatizacia,"Dátové centrum pre vedu, výskum a inovácie","Data center for science, research and innovation",,,štúdia uskutočniteľnosti,feasibility study,https://metais.slovensko.sk/ci/Projekt/a59353ca-3d98-4a8f-b042-360718492c18/documents?pageNumber=1&pageSize=10,,,2.125,SLK_IT-013,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Informatizacia,Obnova sieťovej infraštruktúry v pôsobnosti Ministerstva spravodlivosti SR,Renewal of the network infrastructure under the jurisdiction of the Ministry of Justice of the Slovak Republic,,,štúdia uskutočniteľnosti,feasibility study,https://metais.slovensko.sk/ci/Projekt/d94355dd-b6c0-4a25-bdcd-e7f1c561f68b,,,2.126,SLK_IT-014,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Informatizacia,Národný cestovný lístok (aktualizácia),National travel ticket (update),,,Aktualizovaná štúdia,Updated study,https://metais.slovensko.sk/ci/Projekt/64e98ed5-3e0e-450c-8a46-ea303f3dfc33/documents?pageNumber=1&pageSize=10,,,2.127,SLK_IT-015,,,,,,,,
Informatizacia,Centrálna rámcová dohoda SAP - dodatok č. 1 (aktualizácia),SAP central framework agreement - addendum no. 1 (update),,,štúdia uskutočniteľnosti,feasibility study,https://mirri.gov.sk/sekcie/informatizacia/licencie-2/centralna-zmluva-sap/,,,2.128,SLK_IT-018,Complex File | URL pointing to Various PDFs including Maps and Tables,,,,,,,
Informatizacia,Informačný systém FARMÁR,FARMÁR information system,,,štúdia uskutočniteľnosti,feasibility study,https://metais.slovensko.sk/ci/Projekt/b4b1aeb7-cb9f-46bb-afd7-f607d0c0b9c4/documents?pageNumber=1&pageSize=10,,,2.129,SLK_IT-019,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Informatizacia,Obnova desktopových licencií pre MPSVaR SR,Renewal of desktop licenses for the Ministry of Internal Affairs and Communications of the Slovak Republic,,,štúdia uskutočniteľnosti,feasibility study,https://www.mpsvr.sk/sk/ministerstvo/projekty/obstaranie-pouzivatelskych-licencii-produktov-microsoft/,,,2.13,SLK_IT-020,Complex File | URL pointing to Various PDFs including Maps and Tables,,,,,,,
Informatizacia,​​Rozširovanie riadenia IT aktív – ITAM 2.0​,Expanding IT asset management - ITAM 2.0,,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/d03b36a9-962d-4307-a150-fd4cd97a7dcc/cimaster?tab=basicForm,,,2.131,SLK_IT-021,Complex File | Broken link on Website,,,,,,,
Informatizacia,Centrálny ekonomický systém – dodatok č. 3 (aktualizácia),Central economic system - amendment no. 3 (update),,,štúdia uskutočniteľnosti,feasibility study,https://www.mfsr.sk/sk/verejnost/transparentnost/studia-uskutocnitelnosti/,,,2.132,SLK_IT-022,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Informatizacia,Zvýšenie kybernetickej bezpečnosti samospráv do 6 000 obyvateľov,"Increasing the cyber security of municipalities up to 6,000 inhabitants",,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/dff695f5-7aa8-4340-9379-81cb4d069b0d/cimaster?tab=basicForm,,,2.133,SLK_IT-023,Complex File | Broken link on Website,,,,,,,
Informatizacia,Vybudovanie IT platformy lepšej regulácie podľa stratégie RIA 2020,Building an IT platform for better regulation according to the RIA 2020 strategy,,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/793f9272-d0b9-4f8d-9d4d-4f11077c4dbe/cimaster?tab=basicForm,,,2.134,SLK_IT-024,Complex File | Broken link on Website,,,,,,,
Informatizacia,Obnova desktopových licencií pre kapitolu Ministerstva vnútra Slovenskej republiky,Renewal of desktop licenses for the chapter of the Ministry of the Interior of the Slovak Republic,,,štúdia uskutočniteľnosti,feasibility study,https://www.minv.sk/?tlacove-spravy&sprava=zverejnujeme-studiu-uskutocnitelnosti-k-projektu-nakupu-licencii,,,2.135,SLK_IT-025,Complex File | URL pointing to Various PDFs including Maps and Tables,,,,,,,
Informatizacia,Obnova desktopových licencií pre kapitolu Ministerstva financií Slovenskej republiky,Renewal of desktop licenses for the chapter of the Ministry of Finance of the Slovak Republic,,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/a6ca90a2-420f-4589-a6e8-d25c439a7f21/cimaster?tab=basicForm,,,2.136,SLK_IT-026,Complex File | Broken link on Website,,,,,,,
Informatizacia,eSKa Cloud (aktualizácia),eSKa Cloud (update),,,Aktualizovaná štúdia,Updated study,https://metais.vicepremier.gov.sk/detail/Projekt/1e5c4680-3d0d-4023-af56-e3eb9158e090/cimaster?tab=basicForm,,,2.137,SLK_IT-028,,,,,,,,
Informatizacia,Zabezpečenie výpočtovej technicky na lokalitách v rámci celej SR,Provision of computing technology at locations throughout the Slovak Republic,,,štúdia uskutočniteľnosti,feasibility study,https://www.minv.sk/?trhove-konzultacie-investicne-zamery&sprava=projekt-ikt-ramcova-zmluva-zabezpecenie-vypoctovej-techniky-na-lokalitach-v-ramci-celeho-uzemia-sr-informacia-o-pripravovanom-investicnom-zamere,,,2.138,SLK_IT-029,Complex File | URL pointing to Various PDFs including Maps and Tables,,,,,,,
Informatizacia,Národný integrovaný cestovný lístok,National integrated travel ticket,,,štúdia uskutočniteľnosti,feasibility study,https://www.mindop.sk/ministerstvo-1/doprava-3/strategia/verejna-osobna-doprava/studia-nicl,,,2.139,SLK_IT-031,Complex File | Broken link on Website,,,,,,,
Informatizacia,Komplexné riešenie výrobných liniek dokladov občanov a cudzincov,Complex solutions for the production lines of documents for citizens and foreigners,,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/3cd53e29-18c4-4c8a-b915-54af52b39508/cimaster?tab=basicForm,,,2.14,SLK_IT-032,Complex File | Broken link on Website,,,,,,,
Informatizacia,"Posilnenie prevencie, zvýšenie rýchlosti detekcie a riešenia incidentov (akt.)","Strengthening prevention, increasing the speed of incident detection and resolution (act.)",,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/51b28fe7-4392-45a5-853b-0a11b51586c9/cimaster?tab=basicForm,,,2.141,SLK_IT-033,Complex File | Broken link on Website,,,,,,,
Informatizacia,Prevádzka služby eKolok na obdobie 10 rokov,Operation of the eKolok service for a period of 10 years,,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/b77d5c17-538b-439b-a06f-bc42cda17717/cimaster?tab=documentsForm,,,2.142,SLK_IT-034,Complex File | Broken link on Website,,,,,,,
Informatizacia,"Posilnenie preventívnych opatrení, zvýšenie rýchlosti detekcie a riešenia incidentov","Strengthening preventive measures, increasing the speed of incident detection and resolution",,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/51b28fe7-4392-45a5-853b-0a11b51586c9/cimaster?tab=basicForm,,,2.143,SLK_IT-035,Complex File | Broken link on Website,,,,,,,
Informatizacia,Informačný monitorovací systém pre programové obdobie na roky 2021-2027 (ITMS21+) - aktualizácia,Information monitoring system for the program period 2021-2027 (ITMS21+) - update,,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/2c008f00-a611-44a6-a95f-3b13daff4827/cimaster?tab=documentsForm,,,2.144,SLK_IT-036,Complex File | Broken link on Website,,,,,,,
Informatizacia,Vybudovanie udržateľného HPC ekosystému na Slovensku,Building a sustainable HPC ecosystem in Slovakia,,,štúdia uskutočniteľnosti,feasibility study,https://www.mirri.gov.sk/sekcie/informatizacia/digitalne-inovacie/superpocitace/index.html,,,2.145,SLK_IT-037,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Informatizacia,Národný plán širokopásmového pripojenia,National Broadband Plan,,,štúdia uskutočniteľnosti,feasibility study,https://www.mirri.gov.sk/sekcie/informatizacia/broadband/index.html,,,2.146,SLK_IT-038,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Informatizacia,Obnova HW vybavenia obcí zapojených do IS DCOM (ako súčasť projektu DCOM+) – aktualizácia,Renewal of HW equipment of municipalities involved in IS DCOM (as part of the DCOM+ project) - update,,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/4af211c9-fe92-4dac-b9d3-17d3269f8752/cimaster?tab=documentsForm,,,2.147,SLK_IT-039,Complex File | Broken link on Website,,,,,,,
Informatizacia,Cloud MIRRI SR,Cloud MIRRI SR,,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/1e5c4680-3d0d-4023-af56-e3eb9158e090/cimaster?tab=projectDocumentsForm,,,2.148,SLK_IT-040,Complex File | Broken link on Website,,,,,,,
Informatizacia,Digitálna infraštruktúra škôl,Digital infrastructure of schools,,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/389b9e87-383b-4081-bd76-dd0d2eebcc51/cimaster?tab=basicForm,,,2.149,SLK_IT-042,Complex File | Broken link on Website,,,,,,,
Informatizacia,Digitálne vybavenie škôl,Digital school equipment,,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/72199430-9704-4e8f-a45c-40321b9ef8ff/cimaster?tab=basicForm,,,2.15,SLK_IT-043,Complex File | Broken link on Website,,,,,,,
Informatizacia,Sanácia prevádzkyschopnosti Národného personalizačného centra,Rehabilitation of the operability of the National Personalization Center,,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/e82e2ae1-53ec-4233-bb06-03c0685123e1/cimaster?tab=documentsForm,,,2.151,SLK_IT-044,Complex File | Broken link on Website,,,,,,,
Informatizacia,Digitalizácia a modernizácia elektronických služieb štátnych archívov v európskom kontexte,Digitization and modernization of electronic services of state archives in the European context,,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/d6fd29f5-0419-4f96-a325-a33ecba1b56b/cimaster?tab=documentsForm,,,2.152,SLK_IT-045,Complex File | Broken link on Website,,,,,,,
Informatizacia,Informačný monitorovací systém pre programové obdobie na roky 2021-2027 (ITMS21+),Information monitoring system for the program period 2021-2027 (ITMS21+),,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/2c008f00-a611-44a6-a95f-3b13daff4827/cimaster?tab=documentsForm,,,2.153,SLK_IT-046,Complex File | Broken link on Website,,,,,,,
Informatizacia,Dynamický nákupný systém cloudových služieb,Dynamic purchasing system of cloud services,,,štúdia uskutočniteľnosti,feasibility study,https://www.mirri.gov.sk/sekcie/centralny-dns-pre-cloudove-sluzby-vladneho-cloudu/,,,2.154,SLK_IT-047,Complex File | Website,,,,,,,
Informatizacia,Rezortný privátny cloud Ministerstva financií SR,Departmental private cloud of the Ministry of Finance of the Slovak Republic,,,štúdia uskutočniteľnosti,feasibility study,https://www.datacentrum.sk/informacie-br-pre-verejnost/public-hearing-rezortny-privatny-cloud-rpc,,,2.155,SLK_IT-049,Complex File | Broken link on Website,,,,,,,
Informatizacia,Vybudovanie informačného systému na poskytovanie Leteckých informačných služieb (IS LIS),Building an information system for the provision of Aviation Information Services (IS LIS),,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/66ca0dfd-fe18-46cd-940a-6448b3960c0c/cimaster?tab=basicForm,,,2.156,SLK_IT-050,Complex File | Broken link on Website,,,,,,,
Informatizacia,Obnova HW vybavenia obcí zapojených do IS DCOM (ako súčasť projektu DCOM+),Renewal of HW equipment of municipalities involved in IS DCOM (as part of the DCOM+ project),,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/4af211c9-fe92-4dac-b9d3-17d3269f8752/cimaster?tab=basicForm,,,2.157,SLK_IT-051,Complex File | Broken link on Website,,,,,,,
Informatizacia,"Nákup licencií pre operačný systém, kancelársky balík a prístup používateľov na server – MV SR","Purchase of licenses for the operating system, office suite and user access to the server - Ministry of the Interior of the Slovak Republic",,,štúdia uskutočniteľnosti,feasibility study,https://www.minv.sk/?trhove-konzultacie-investicne-zamery&sprava=studia-uskutocnitelnosti-investicie-v-informatizacii-licencie-ms,,,2.158,SLK_IT-052,Complex File | Broken link on Website,,,,,,,
Informatizacia,Slovensko v mobile,Slovakia in mobile,,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/16bafaea-4c5e-41b0-9e33-17c408e05879/cimaster?tab=documentsForm,,,2.159,SLK_IT-054,Complex File | Broken link on Website,,,,,,,
Informatizacia,"Nákup licencií pre operačný systém, kancelársky balík a prístup používateľov na server","Purchase of licenses for the operating system, office suite and user access to the server",,,štúdia uskutočniteľnosti,feasibility study,https://metais.vicepremier.gov.sk/detail/Projekt/c64e6eb4-7e3d-4747-8a8c-ad5809ef3bd9/cimaster?tab=documentsForm,,,2.16,SLK_IT-055,Complex File | Broken link on Website,,,,,,,
Informatizacia,eCommerce - Zásielky nízkej hodnoty,eCommerce - Low value shipments,,,štúdia uskutočniteľnosti,feasibility study,https://www.mfsr.sk/sk/verejnost/transparentnost/studia-uskutocnitelnosti/,,,2.161,SLK_IT-056,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Obrana,Nákup bojových obrnených vozidiel 8x8 a 4x4,Purchase of 8x8 and 4x4 armored combat vehicles,,,analýza,analysis,https://www.mfsr.sk/files/archiv/uhp/3370/76/Hodnotenie_bov-4x4-8x8_uhp.pdf,15.11.2017,438 kB,4.001,SLK-OB-015,,,,,,,,
Obrana,"Obmena rádiolokačnej techniky VzS OS SR (stredný, malý a blízky dosah)","Change in radar technology of the Armed Forces of the Slovak Republic (medium, short and close range)",,,analýza,analysis,https://www.mfsr.sk/files/archiv/61/Hodnotenie_3DRadary_20210112.pdf,12.1.2021,304  kB,4.002,SLK-OB-013,,,,,,,,
Obrana,"Obmena rádiolokačnej techniky VzS OS SR (stredný, malý a blízky dosah)","Change in radar technology of the Armed Forces of the Slovak Republic (medium, short and close range)",,,aktualizácia,update,https://www.mfsr.sk/files/archiv/15/Aktualizaciahodnotenia3DRadary_20210324.pdf,25.3.2021,74  kB,4.003,SLK-OB-013,,Neutral,"The update states total costs remain 148.2 million EUR incl. VAT; additional support equipment (generators, transformers, remote control) worth 4.89 million EUR will be delivered, financed by a discount on radar prices and cancelling the simulator. Training will occur on the radar’s built-in simulator function. MF SR recommended checking the option to procure two radars for air defense; the MoD deemed it disadvantageous, and due to time constraints UHP could not verify the process. No explicit approval or rejection is stated.",Not specified,Not specified,"Not specified - The document provides no EIIR or benefit-cost metrics; it only discusses costs, scope changes, and an unverified procurement option.",No,gpt-5
Obrana,Viacúčelové vrtuľníky UH-60M Black Hawk pre plnenia úloh síl špeciálneho určenia,Multi-purpose UH-60M Black Hawk helicopters for carrying out tasks of special purpose forces,,,analýza,analysis,https://www.mfsr.sk/files/archiv/29/Hodnotenie_Black_Hawk_SOF.pdf,2.6.2021,334  kB,4.004,SLK-OB-012,,Neutral,"The assessment acknowledges that the project helps meet NATO Readiness Initiative and upcoming capability targets (three deployable helicopters with armament and self-protection), replaces obsolete Mi-17s nearing end of life, and that FMS pricing is likely reasonable. However, it criticizes that the feasibility study did not comply with publication requirements and lacks economic comparison with alternatives (e.g., CH-47/CH-53 or light helicopters).",No,Not specified,Not specified - The document provides cost figures (EUR 102.6m investment; at least EUR 161m over 20 years) but no IRR/BCR or CBA outcome is presented.,No,gpt-5
Obrana,Obstaranie Bojových obrnených vozidiel 8x8,Procurement of combat armored vehicles 8x8,,,analýza,analysis,https://www.mfsr.sk/files/archiv/2/Hodnotenie_BOV8x8_20210908.pdf,8.9.2021,349 kB,4.005,SLK-OB-010,,,,,,,,
Obrana,Obstaranie Pásových bojových obrnených vozidiel a Pásových obrnených vozidiel (projektový zámer),Procurement of Tracked Combat Armored Vehicles and Tracked Armored Vehicles (project intent),,,analýza,analysis,https://www.mfsr.sk/files/archiv/65/Hodnotenie_PBOV_20210908.pdf,8.9.2021,273 kB,4.006,SLK-OB-011,,,,,,,,
Obrana,Obstaranie Bojových obrnených vozidiel 8x8 (aktualizácia),Procurement of 8x8 Armored Fighting Vehicles (update),,,analýza,analysis,https://www.mfsr.sk/files/archiv/77/Hodnotenie_BOV8x8_20220330.pdf,30.3.2022,888 kB,4.007,SLK-OB-009,,Neutral,"The assessment does not issue an unconditional go/no-go. It notes the project is in the second phase (evaluation of bids) and that MoD proposes to start government-to-government negotiations. Before signing, it recommends: updating the feasibility study with lessons learned and NATO capability alignment, preparing a long-term investment plan, negotiating cost reductions (weapon system, KIS, ammunition), adjusting the budget for NATO-caliber cannon from production, and contractually binding the supplier to stated operating costs.",No,Not specified,"Not specified - The document provides no EIIR or benefit-cost ratio; it focuses on procurement evaluation, costs, and conditions before contract signing.",No,gpt-5
Obrana,Obstaranie Pásových bojových obrnených vozidiel a Pásových obrnených vozidiel,Procurement of Tracked Combat Armored Vehicles and Tracked Armored Vehicles,,,analýza,analysis,https://www.mfsr.sk/files/archiv/56/Hodnotenie_PBOV_a_POV_20220628.pdf,28.6.2022,758 kB,4.008,SLK-OB-008,,Neutral,"The assessment acknowledges the project aligns with Slovakia’s top defense priority and NATO capability commitments, notes that the winning offer (CV9035) at EUR 1.69bn incl. VAT for phase 1 is within/below prior estimates, and that lifecycle costs are EUR 2.105bn incl. VAT. However, it sets conditions before contract signature: align long‑term investment plan with budget and 2% GDP defense ceiling, contractually specify and cap O&M costs (which constitute 20–28% of TCO and may not be directly comparable across offers), update the feasibility study after negotiations, and validate war-game outputs.",No,Not specified,"Not specified - The document provides no internal rate of return or benefit–cost ratio; it evaluates alignment with defense priorities, costs, and budget constraints rather than financial returns.",No,gpt-5
Obrana,Aktualizácia hodnotenia projektu Bojových obrnených vozidiel 8x8,Update on the assessment of the 8x8 Armored Fighting Vehicle project,,,analýza,analysis,https://www.mfsr.sk/files/archiv/68/Aktualizacia_BOV8x8_20220824.pdf,5.9.2022,470 kB,4.009,SLK-OB-007,,Neutral,"The assessment provides several recommendations and highlights both positive steps taken (such as the incorporation of most recommendations from previous evaluations and cost optimizations) and remaining risks (such as price escalation risk, incomplete validation of war game conclusions, and the need for further negotiations on cost reductions). The Ministry of Finance's evaluation is advisory and does not guarantee funding, and the final decision is left to the relevant ministers.",Yes,Not specified,"Not specified - The document does not provide an explicit EIIR or benefit-cost ratio, nor does it state whether such a threshold is met.",No,gpt-4.1
Obrana,Obstaranie Pásových bojových obrnených vozidiel a Pásových obrnených vozidiel (aktualizácia),Acquisition of Tracked Armored Combat Vehicles and Tracked Armored Vehicles (update),,,analýza,analysis,https://www.mfsr.sk/files/archiv/86/MO_Aktualizacia_PBOV_20221212.pdf,12.12.2022,"1,05 MB",4.01,SLK-OB-006,,,,,,,,
Obrana,Akvizícia prostriedkov protivzdušnej obrany (projektový zámer),Acquisition of air defense equipment (project plan),,,analýza,analysis,https://www.mfsr.sk/files/archiv/93/Hodnotenie_PVO.pdf,27.4.2023,425 kB,4.011,SLK-OB-005,,Neutral,"The document provides a recommendation of a preparatory and advisory nature. It does not guarantee funding and emphasizes that the decision to proceed is up to the relevant ministers. The assessment highlights the need for further analytical justification, more detailed feasibility studies, and updated cost estimates based on binding offers. The project is in the early 'project intent' phase, and further evaluation will be required after more information is gathered.",No,Not specified,"Not specified - The document does not provide an EIIR or benefit-cost ratio, nor does it assess viability based on such a metric. It focuses on cost estimates and the need for further analysis.",No,gpt-4.1
Obrana,Obstarávanie stavby na leteckej základni Sliač,Construction procurement at Sliač air base,,,analýza,analysis,https://www.mfsr.sk/files/archiv/51/LZ-Sliac_hodnotenie_UHP.pdf,9.6.2023,361 kB,4.012,SLK-OB-004,,Neutral,"The assessment does not explicitly approve or reject the project. It recognizes the need to reconstruct and modernize the Sliač air base to operate F-16 and other aircraft, but issues several conditions and cost-control recommendations: compare the winning bid to a reference budget of 92 million EUR with VAT, use market-based pricing, clarify risks and impacts of partial airport closure during construction, and update the feasibility study before contract signature.",No,Not specified,"Not specified - The document provides no EIIR or benefit-cost ratio; it focuses on scope, procurement approach (via NSPA), costs, and recommendations for cost control and risk management.",No,gpt-5
Obrana,Akvizícia palebných prostriedkov protivzdušnej obrany – prvá etapa (aktualizácia),Acquisition of anti-aircraft fire means - first stage (update),,,analýza,analysis,https://www.mfsr.sk/files/archiv/6/UHP_MO_Aktualizacia_PVO.pdf,19.9.2023,692 kB,4.013,SLK-OB-003,,Neutral,"The document provides recommendations for further steps before contract signing, such as confirming life cycle cost estimates, refining operational costs, comparing radar integration alternatives, and creating a procurement plan for ammunition. It highlights several risks and uncertainties, particularly regarding cost estimates, evaluation criteria, and the need for further analysis. The Ministry of Finance's assessment is advisory and does not guarantee funding, and the final decision rests with the relevant ministers.",No,Not specified,"Not specified - The document does not provide an explicit EIIR or benefit-cost ratio, nor does it state whether the project meets a viability threshold.",No,gpt-4.1
Obrana,"Obstaranie útočnej pušky 5,56 mm s príslušenstvom",Procurement of a 5.56 mm assault rifle with accessories,,,hodnotenie,evaluation,https://www.mfsr.sk/files/archiv/48/UHP_Hodnotenie_Utocne-pusky.pdf,18.10.2023,405 kB,4.014,SLK-OB-002,,Neutral,"The assessment does not outright endorse or reject the project; it sets conditions and improvements before tender. It advises aligning the number of rifles with the current number of soldiers and using a framework/option for later deliveries, justifying the scope of accessories, planning and costing ammunition procurement, considering splitting procurement of rifles and accessories to get best quality/price, and addressing a budget peak above the 2% of GDP limit in 2025.",No,Not specified,"Not specified - The assessment provides no EIIR/benefit-cost ratio; it is a qualitative value-for-money review with conditions, so no viability threshold can be assessed.",No,gpt-5
Obrana,Rekonštrukcia leteckej základne Sliač (aktualizácia),Reconstruction of the Sliač air base (update),,,hodnotenie,evaluation,https://www.mfsr.sk/files/archiv/28/MO_Sliac_aktualizacia_20241004.pdf,4.10.2024,165 kB,4.015,SLK-OB-001,,Neutral,"The assessment recognizes the project as a MO SR priority with planned state budget financing, but highlights material issues: no current implementation schedule, procurement not yet announced, a cost mismatch (77.4m EUR estimated vs 45.6m EUR budgeted), and the need to clearly allocate risks under a design–build contract (suggesting FIDIC Yellow). It issues several conditions/recommendations (align costs with budget, submit draft contract to MF SR for risk review, update schedule and investment plan), indicating neither a clear approval nor rejection.",Yes,Not specified,"Not specified - The document provides no IRR/BCR; it is an economic update focusing on costs, schedule, procurement, and risk allocation, so viability against an IRR threshold cannot be assessed.",No,gpt-5
Obrana,Rekonštrukcia leteckej základne Sliač (aktualizácia pred podpisom zmluvy),Reconstruction of the Sliač air base (update before signing the contract),,,hodnotenie,evaluation,https://www.mfsr.sk/files/archiv/28/mo_sliac_aktualizacia_zmluva_20250123.pdf,23.1.2025,140 kB,4.016,SLK-OB-016,,Neutral,"The assessment does not provide an explicit go/no-go verdict. It states the winning bid (€40.1m excl. VAT) is in line with market prices and below the estimated contract value; the 18‑month reconstruction timeline is realistic if extensive additional works do not arise; and the contract is well prepared for potential scope and price changes. However, it highlights risks of additional costs due to surveys of engineering networks and unexploded ordnance and recommends aligning budget drawdown with the contractor’s schedule and submitting an updated project timetable and financing plan.",Not specified,Not specified,"Not specified - The assessment does not report an internal rate of return or a benefit–cost ratio; it focuses on procurement outcomes, costs, schedule, and identified risks.",No,gpt-5
Obrana,Obstaranie Bojových obrnených vozidiel 8x8 (aktualizácia),Procurement of 8x8 Armored Fighting Vehicles (update),,,štúdia uskutočniteľnosti,feasibility study,https://www.mosr.sk/data/files/4664_tudia_uskutocnitelnosti_obstarania_bov_8x8.pdf,,"2,4 MB",4.017,SLK-OB-009,PDF,,,,,,,
